"ID" "x_center" "y_center" "trend" "std" "x_poly1" "y_poly1" "x_poly2" "y_poly2" "x_poly3" "y_poly3" "x_poly4" "y_poly4"
  5.3000000e+001 -1.7850000e+002 -6.7500000e+001 -1.8872644e+000  3.7745287e-001 -1.7900000e+002 -6.8000000e+001 -1.7900000e+002 -6.7000000e+001 -1.7800000e+002 -6.7000000e+001 -1.7800000e+002 -6.8000000e+001
  5.4000000e+001 -1.7850000e+002 -7.0500000e+001 -2.5385533e+000  5.0771067e-001 -1.7900000e+002 -7.1000000e+001 -1.7900000e+002 -7.0000000e+001 -1.7800000e+002 -7.0000000e+001 -1.7800000e+002 -7.1000000e+001
  5.5000000e+001 -1.7850000e+002 -7.3500000e+001 -3.5662565e+000  7.1325130e-001 -1.7900000e+002 -7.4000000e+001 -1.7900000e+002 -7.3000000e+001 -1.7800000e+002 -7.3000000e+001 -1.7800000e+002 -7.4000000e+001
  5.6000000e+001 -1.7850000e+002 -7.6500000e+001  2.0473892e+000  4.0947783e-001 -1.7900000e+002 -7.7000000e+001 -1.7900000e+002 -7.6000000e+001 -1.7800000e+002 -7.6000000e+001 -1.7800000e+002 -7.7000000e+001
  5.7000000e+001 -1.7850000e+002 -7.9500000e+001  1.5832115e+001  3.1664229e+000 -1.7900000e+002 -8.0000000e+001 -1.7900000e+002 -7.9000000e+001 -1.7800000e+002 -7.9000000e+001 -1.7800000e+002 -8.0000000e+001
  5.8000000e+001 -1.7850000e+002 -8.2500000e+001  1.4862387e+001  2.9724775e+000 -1.7900000e+002 -8.3000000e+001 -1.7900000e+002 -8.2000000e+001 -1.7800000e+002 -8.2000000e+001 -1.7800000e+002 -8.3000000e+001
  5.9000000e+001 -1.7850000e+002 -8.5500000e+001  7.8755900e+000  1.5751180e+000 -1.7900000e+002 -8.6000000e+001 -1.7900000e+002 -8.5000000e+001 -1.7800000e+002 -8.5000000e+001 -1.7800000e+002 -8.6000000e+001
  6.0000000e+001 -1.7850000e+002 -8.8500000e+001  3.7308917e-002  7.4617834e-003 -1.7900000e+002 -8.9000000e+001 -1.7900000e+002 -8.8000000e+001 -1.7800000e+002 -8.8000000e+001 -1.7800000e+002 -8.9000000e+001
  6.1000000e+001 -1.7550000e+002  8.8500000e+001 -4.9188938e+000  9.8377875e-001 -1.7600000e+002  8.8000000e+001 -1.7600000e+002  8.9000000e+001 -1.7500000e+002  8.9000000e+001 -1.7500000e+002  8.8000000e+001
  6.2000000e+001 -1.7550000e+002  8.5500000e+001 -4.5492188e+000  9.0984376e-001 -1.7600000e+002  8.5000000e+001 -1.7600000e+002  8.6000000e+001 -1.7500000e+002  8.6000000e+001 -1.7500000e+002  8.5000000e+001
  6.3000000e+001 -1.7550000e+002  8.2500000e+001 -4.3346006e+000  8.6692011e-001 -1.7600000e+002  8.2000000e+001 -1.7600000e+002  8.3000000e+001 -1.7500000e+002  8.3000000e+001 -1.7500000e+002  8.2000000e+001
  6.4000000e+001 -1.7550000e+002  7.9500000e+001 -4.1771191e+000  8.3542383e-001 -1.7600000e+002  7.9000000e+001 -1.7600000e+002  8.0000000e+001 -1.7500000e+002  8.0000000e+001 -1.7500000e+002  7.9000000e+001
  6.5000000e+001 -1.7550000e+002  7.6500000e+001 -4.1044277e+000  8.2088555e-001 -1.7600000e+002  7.6000000e+001 -1.7600000e+002  7.7000000e+001 -1.7500000e+002  7.7000000e+001 -1.7500000e+002  7.6000000e+001
  6.6000000e+001 -1.7550000e+002  7.3500000e+001 -3.3947527e+000  6.7895053e-001 -1.7600000e+002  7.3000000e+001 -1.7600000e+002  7.4000000e+001 -1.7500000e+002  7.4000000e+001 -1.7500000e+002  7.3000000e+001
  6.7000000e+001 -1.7550000e+002  7.0500000e+001 -2.3676028e+000  4.7352056e-001 -1.7600000e+002  7.0000000e+001 -1.7600000e+002  7.1000000e+001 -1.7500000e+002  7.1000000e+001 -1.7500000e+002  7.0000000e+001
